,TOTAL_SECONDS_E,TOTAL_SECONDS_S,ESTACAO_E_m,ESTACAO_S_m
23516,66580,67277,RA,EC
23517,46589,47471,LA,MP
23518,51023,53065,CS,OD
23519,28528,29243,JZ,MP
23520,60366,60845,CH,SA
23521,48519,49141,JZ,CM
23522,69225,70137,PE,AF
23523,33915,34317,BC,MP
23524,60981,62990,OR,JZ
23525,70035,71249,OR,MP
23526,60381,62656,OR,OD
23527,35004,36974,MP,AP
23528,64049,64767,AH,MP
23529,68795,70669,AV,CG
23530,66252,66644,MP,SS
23531,65315,66477,AV,CG
23532,29364,30521,AL,BC
23533,73098,73670,CG,AE
23534,44698,45758,SR,CG
23535,48030,49631,OR,AV
23536,33430,34136,RB,CM
23537,63085,64295,MP,OD
23538,35615,36685,CS,JZ
23539,46051,47391,RA,OR
23540,40079,40865,CS,AV
23541,81417,81770,OR,MO
23542,67417,67900,CU,EC
23543,88152,90250,SP,AS
23544,38451,38879,RE,MP
23545,73031,73824,AV,CS
23546,28911,30436,OL,CM
23547,37865,39257,SS,LU
23548,26844,29412,OD,AM
23549,46548,47519,RA,CG
23550,45340,46417,AM,MP
23551,70422,71397,MP,LU
23552,49434,49917,AM,MM
23553,23698,23982,AF,RB
23554,48082,50370,MP,AX
23555,75719,76412,BC,SA
23556,86140,88372,RB,BC
23557,48576,50073,CS,CM
23558,58826,59751,OD,CG
23559,48802,50002,JZ,BC
23560,34619,35942,MP,RO
23561,61358,62821,CA,SP
23562,29310,29741,SA,CU
23563,54244,55434,CS,CG
23564,75763,77127,CM,SP
23565,66082,66428,AF,AS
23566,65936,66543,CS,MM
23567,44400,46349,CS,AF
23568,56540,58634,BV,OD
23569,76865,77522,CS,SS
23570,41432,42524,PE,SP
23571,35357,35583,EC,CU
23572,53973,55223,OR,AM
23573,66701,67929,MP,CG
23574,64288,65698,EC,MM
23575,37130,38357,CM,MP
23576,80502,81593,SS,OR
23577,34806,35784,OD,CP
23578,29605,30579,PO,SS
23579,48269,49383,MP,AX
23580,65669,67934,MM,AP
23581,31315,33350,SR,TP
23582,72532,73110,CM,PO
23583,42434,42875,MP,SA
23584,32565,33676,PA,CS
23585,62595,63288,JZ,PO
23586,49408,50061,RM,AN
23587,67063,68812,RM,EN
23588,54347,54677,SA,EC
23589,29821,30373,CG,AL
23590,61824,62927,PE,RB
23591,47172,48106,EN,OR
23592,50587,50952,CP,MP
23593,38568,39505,CG,AN
23594,64859,65393,JZ,CM
23595,65290,66396,OR,SS
23596,61714,62959,CG,BC
23597,40836,41561,BC,SS
23598,30648,31128,SP,RE
23599,59310,60088,BC,SA
23600,55540,56016,OR,MO
23601,71994,73444,SR,IN
23602,37680,38192,CS,BC
23603,35538,36725,TE,PI
23604,61842,62666,LA,AF
23605,30021,30985,BC,JZ
23606,69931,70219,CU,CG
23607,66704,67373,PA,JZ
23608,41614,42528,SS,SP
23609,32463,32799,AF,PO
23610,83177,83789,AP,OR
23611,65113,65645,CA,CM
23612,28967,30634,OL,CU
23613,74932,75555,CU,QC
23614,68621,69745,SS,OR
23615,71904,72190,CU,CG
23616,34945,35401,CG,EC
23617,44422,45033,CG,EC
23618,34876,35409,RM,AM
23619,65476,66154,PI,CU
23620,44140,44449,EC,CP
23621,38988,39892,CG,AN
23622,45292,47001,RA,OR
23623,87240,87822,CG,SA
23624,79819,80812,CR,AE
23625,70856,71256,BC,SP
23626,72687,73110,CG,CU
23627,60760,62215,SS,OR
23628,62849,64748,SR,CS
23629,64907,66510,MP,OD
23630,60098,62157,OR,CM
23631,55367,56648,RE,CM
23632,26354,26987,AF,JZ
23633,68125,69611,OR,JZ
23634,29309,30717,CS,CG
23635,30801,32504,OD,RA
23636,65462,66203,AM,CG
23637,32406,33815,CG,CS
23638,38195,39975,CP,OR
23639,63554,65100,OR,RA
23640,65629,66088,RA,MP
23641,33834,35007,MO,AM
23642,39447,40826,MM,OR
23643,59580,59955,CU,CG
23644,80481,81130,CG,PI
23645,83283,84139,BC,MP
23646,36599,37089,AN,MM
23647,31664,32848,AS,SS
23648,55498,56071,MO,OR
23649,67932,68440,SS,AH
23650,59011,60473,OR,JZ
23651,67477,68674,CP,SR
23652,30295,32192,OD,BC
23653,73818,75200,CG,OR
23654,27369,28071,CA,JZ
23655,23047,26347,AS,AP
23656,27750,28185,JZ,CM
23657,31263,32601,CS,OL
23658,55821,56101,AH,CM
23659,30936,31232,AL,AE
23660,36598,38256,IN,OR
23661,65004,66844,OR,AX
23662,74295,75078,SS,BV
23663,47035,47429,CG,AL
23664,80135,80853,SA,CH
23665,33288,35243,RB,TP
23666,33299,35227,CM,AN
23667,65060,66659,SP,CM
23668,66291,67628,CS,TE
23669,33717,34273,LU,EC
23670,53038,55206,SA,OD
23671,48296,49093,LA,CM
23672,69317,70662,AM,SR
23673,51610,51983,TP,SP
23674,67611,68299,SA,QC
23675,25663,26395,OR,AP
23676,49703,50419,RB,CM
23677,47469,49097,JZ,OR
23678,66432,67346,CU,SR
23679,78704,79223,RE,MP
23680,62010,63812,SA,AS
23681,64945,66170,RO,SP
23682,47092,47714,AV,SP
23683,64369,65065,RA,EC
23684,48384,49932,RA,MM
23685,51276,53807,CS,AP
23686,38746,40066,AX,AM
23687,59352,59994,OS,OR
23688,22683,24169,EC,RA
23689,32351,32917,RA,EC
23690,44748,45632,OR,SA
23691,63566,64396,MP,CS
23692,31010,31657,JZ,MP
23693,49772,50349,PA,BC
23694,52356,53618,MO,SS
23695,59875,60511,CP,CG
23696,50065,50869,CS,IN
23697,34861,36265,AE,LA
23698,32532,33117,LA,JZ
23699,58863,59827,OS,RA
23700,33792,34344,EC,PI
23701,54211,54846,MM,CS
23702,25157,26557,AM,JZ
23703,79181,81201,CU,CS
23704,72484,73928,OD,EC
23705,30990,31800,TE,CP
23706,68351,70194,CA,CG
23707,34933,36753,MO,RO
23708,67349,68058,CG,OD
23709,65929,67854,RB,AM
23710,34340,35979,CS,CP
23711,44876,45864,CS,AL
23712,57015,60849,SP,AP
23713,67875,68989,MP,AX
23714,47016,47550,EC,CG
23715,53740,54618,SA,CG
23716,65588,65781,CP,SA
23717,79762,80359,CS,AN
23718,42211,45476,AH,RM
23719,38601,39761,RA,BC
23720,28641,29787,MM,TE
23721,74148,76433,RA,AP
23722,62832,64033,AM,TP
23723,54082,55894,IN,OR
23724,62599,63589,MP,PO
23725,28505,29237,SA,CH
23726,60313,61512,CS,CG
23727,66630,68212,CS,TE
23728,68096,68565,PI,EC
23729,80538,81847,OD,AM
23730,65239,66662,AN,LU
23731,73596,74287,BC,AM
23732,24643,26526,SP,QC
23733,66940,67854,AM,TP
23734,70802,72011,RE,LU
23735,52154,52497,AN,AM
23736,65483,67136,CM,AM
23737,35608,36343,AP,OR
23738,30313,30935,SR,CG
23739,65938,67953,BC,LU
23740,77155,78990,OR,AN
23741,30298,31842,AS,SS
23742,47864,48274,AM,IN
23743,53142,54884,SP,RA
23744,36189,37138,CG,RO
23745,64618,65416,JZ,AS
23746,65020,67081,OR,AF
23747,47438,49096,AL,OR
23748,75556,76434,PA,RE
23749,28087,29660,SP,CM
23750,79303,80057,CM,JZ
23751,62720,63218,CP,MP
23752,64473,64895,CS,BC
23753,56176,56971,MP,CM
23754,36172,37110,BC,AL
23755,40118,40516,MP,SA
23756,44289,46505,OR,LU
23757,25366,26326,SP,MP
23758,28065,29547,OR,PI
23759,66330,67184,SP,MP
23760,49250,50266,CS,SS
23761,56155,56634,MP,JZ
23762,65791,66587,CS,AM
23763,78516,79295,CG,EC
23764,58602,59167,SP,BC
23765,37804,38394,IN,BC
23766,60086,61061,SP,BC
23767,51285,52208,CS,AE
23768,28100,29077,EC,OS
23769,65905,66571,PI,EC
23770,56833,58010,CS,RM
23771,29158,31216,OD,OR
23772,28676,28938,AF,CA
23773,41515,43399,CS,SS
23774,35398,36640,SR,SA
23775,32353,32514,EC,CU
23776,33122,33669,EC,MP
23777,28546,29285,TP,CS
23778,24950,25940,OD,CG
23779,61110,61594,AL,AM
23780,33150,33444,PO,AF
23781,68681,69256,EC,SA
23782,32971,33346,EC,SA
23783,34651,35627,AM,RA
23784,74223,75151,CG,SR
23785,48368,49336,CS,AM
23786,33423,33813,OR,CH
23787,73590,73910,AV,BC
23788,63786,65497,SP,CG
23789,38019,39583,RO,CH
23790,46102,46661,OR,AP
23791,29874,30425,BC,SS
23792,62177,63970,RO,OR
23793,46701,47591,QC,CP
23794,34155,35255,CG,RA
23795,49451,50543,AM,CS
23796,31111,32069,IN,SP
23797,65670,66769,CG,RO
23798,65907,67155,CU,AM
23799,64250,64990,OS,OR
23800,61832,62624,AM,CG
23801,62716,63994,RB,SS
23802,59124,60216,CS,CG
23803,52624,55027,BC,AP
23804,65183,65625,CG,EC
23805,41066,42753,MM,OR
23806,63236,64566,EC,BC
23807,67310,67983,EC,CG
23808,26928,27563,AX,CG
23809,28143,28818,CS,AM
23810,63724,64538,BC,AM
23811,66451,66917,CG,EC
23812,33752,35034,AM,SR
23813,44410,45741,BC,JZ
23814,26431,27426,PO,MP
23815,57512,57930,PO,CM
23816,51573,52923,BC,JZ
23817,30045,31645,TP,CR
23818,47006,48845,AP,MP
23819,31145,32002,AM,SS
23820,33268,33925,LU,CP
23821,76778,77329,AS,CM
23822,81491,82998,RA,AF
23823,30324,31158,EC,PI
23824,47114,47783,OR,AP
23825,26102,26724,OR,OS
23826,33427,34401,SR,SA
23827,58686,60165,IN,MO
23828,65159,66100,AV,JZ
23829,29245,30365,RM,CH
23830,53808,55515,AP,MP
23831,43772,44339,CG,EC
23832,45792,47692,SA,PO
23833,25347,26790,MO,SS
23834,67507,67965,MP,SA
23835,42659,43910,JZ,CU
23836,72344,72798,MP,EC
23837,34340,35826,AS,BC
23838,27586,27970,RO,CS
23839,47766,48556,MP,AM
23840,60240,60824,EC,CG
23841,30300,30924,CG,AE
23842,29803,30037,MM,IN
23843,31049,32508,AS,MP
23844,68788,69733,JZ,AS
23845,72715,73989,CU,AN
23846,63475,65198,PE,AN
23847,64999,66485,CU,TP
23848,69273,70017,BC,SS
23849,68733,69245,CA,JZ
23850,66094,66564,RA,MP
23851,29033,30105,SS,CM
23852,38517,39096,JZ,AV
23853,66804,67620,SS,CM
23854,70873,71475,AM,SA
23855,35648,36951,IN,RA
23856,31533,31750,CG,CU
23857,32059,33237,SA,OR
23858,44752,45676,CS,AM
23859,36598,37404,SS,CM
23860,31103,31336,MO,OR
23861,50599,52799,CH,PO
23862,68213,69336,AE,OD
23863,56529,57884,MP,OD
23864,62808,63334,SS,AM
23865,66634,68256,CG,PA
23866,41377,43356,CH,BC
23867,33312,33974,QC,SA
23868,57276,57845,AN,AE
23869,34682,35405,CS,SP
23870,33838,34553,AE,CS
23871,29211,29871,SR,CU
23872,64455,65600,OS,MP
23873,33439,33757,JZ,CM
23874,35807,36645,RM,CS
23875,51881,53222,BC,OS
23876,78871,79255,RE,MP
23877,47674,47956,CH,BV
23878,62018,62386,BC,CS
23879,29040,30918,RB,RE
23880,36913,37362,PE,PA
23881,49489,49713,AL,RM
23882,63054,63752,BC,PA
23883,58300,59212,OR,AM
23884,75881,76874,BC,JZ
23885,47151,48072,JZ,AM
23886,62646,63308,JZ,PO
23887,68213,69840,CM,AE
23888,62429,62831,PO,AH
23889,66279,66911,LA,AF
23890,48642,49376,EC,SS
23891,30452,30699,RE,MP
23892,58389,58653,IN,RO
23893,67194,67871,SA,MP
23894,29793,30849,LU,RA
23895,58672,59178,CM,JZ
23896,22684,24863,OD,OS
23897,55892,56566,CM,AS
23898,53427,54649,CM,LA
23899,42941,43508,EC,QC
23900,32307,34399,RA,AP
23901,31035,31340,RE,MP
23902,58592,60029,AL,OD
23903,41229,43135,PO,AM
23904,28672,29280,RO,CS
23905,31933,32632,EC,RA
23906,46589,47430,BC,AM
23907,31534,32571,OD,CP
23908,29622,31210,MO,PI
23909,68750,69119,OD,LU
23910,33228,34703,BC,PO
23911,65146,66046,PE,TP
23912,25689,26411,OR,AP
23913,66769,68983,MO,AN
23914,48253,49784,SA,JZ
23915,59079,61208,AS,AM
23916,52824,53654,AN,MM
23917,31528,32819,MO,SS
23918,63154,63371,OS,AM
23919,31021,31682,PI,OS
23920,30430,31592,CR,MP
23921,24417,25527,AM,MO
23922,30398,31251,JZ,BC
23923,65287,65963,SA,AM
23924,49107,49776,MP,SA
23925,72240,73125,CP,LU
23926,67848,68440,BC,SP
23927,55434,56206,AL,EC
23928,36368,36903,TP,SP
23929,51471,53285,CU,BC
23930,59144,59927,MP,RE
23931,67419,68531,OR,SA
23932,48844,49516,AF,AS
23933,67136,69101,EC,AP
23934,82134,83315,SS,OR
23935,69572,70441,RA,CU
23936,62207,62944,MP,BC
23937,43499,45560,CS,AP
23938,75270,76028,RM,TE
23939,63676,64081,SA,EC
23940,62877,64697,EN,EC
23941,62048,62698,JZ,AF
23942,86777,87292,IN,BC
23943,58724,59917,RO,CG
23944,71664,72194,EC,CG
23945,61240,62395,BC,CG
23946,69711,70507,RB,CM
23947,36944,37966,EC,QC
23948,71196,72794,CU,SP
23949,28231,30243,AF,IN
23950,59970,60626,CM,JZ
23951,61827,63165,SA,OD
23952,32612,33901,CP,BC
23953,38567,39083,RE,PA
23954,32018,34285,PO,RO
23955,26315,26706,AF,CM
23956,26786,28736,OD,RE
23957,72435,74105,SS,OD
23958,61580,61974,SA,CU
23959,41089,41715,RE,PA
23960,61699,63522,OR,CS
23961,58108,58378,CS,BC
23962,40286,40891,CS,RO
23963,65806,66286,MP,SA
23964,45654,46055,CP,MP
23965,64389,65666,CG,BC
23966,65205,66527,MP,CM
23967,57013,58042,RA,CG
23968,70457,71480,SA,JZ
23969,55337,55839,AL,CG
23970,30622,31489,EC,RA
23971,39658,40224,CG,CP
23972,24663,26942,CS,OD
23973,53328,54050,MP,BC
23974,58242,60092,EC,AS
23975,45505,47357,SR,MM
23976,25646,26325,LU,CP
23977,67835,68248,SS,MP
23978,46995,47197,CU,CG
23979,29994,30730,CH,AM
23980,24524,25218,CS,SP
23981,48867,49528,CG,AE
23982,76580,77763,EC,OD
23983,35331,35604,EC,SA
23984,32599,33259,AM,CS
23985,60721,61221,AV,RE
23986,66080,67119,RO,AL
23987,36784,37349,JZ,PO
23988,61171,61970,AE,CG
23989,25658,26952,TP,CG
23990,49132,49623,EC,CU
23991,73845,74474,MP,EC
23992,67352,67774,LA,JZ
23993,35807,36499,MP,CU
23994,64537,65402,MP,QC
23995,76981,77608,BC,MM
23996,26070,27206,AV,AE
23997,51429,52001,AM,MM
23998,73566,74395,AM,CG
23999,46426,46996,AM,BV
24000,43910,44260,SA,EC
24001,41218,43634,OD,OR
24002,78467,79414,BC,PA
24003,33116,33341,EC,CU
24004,38298,39234,EC,LU
24005,66118,67201,MP,PO
24006,35076,35556,AS,CA
24007,67684,69505,CS,OR
24008,36411,38698,MO,PO
24009,72429,73739,CH,EC
24010,31259,32055,MM,AE
24011,40546,41590,MP,AN
24012,28919,29445,CU,SA
24013,47987,48479,LA,CM
24014,70040,72026,AP,CS
24015,28308,28683,MP,AV
24016,72090,73084,AL,CS
24017,84739,85980,RO,SA
24018,67095,67345,JZ,PE
24019,53423,53973,TP,BC
24020,32198,32639,EC,SA
24021,64753,65593,RM,BC
24022,56908,59408,BC,AP
24023,42006,43050,RO,AM
24024,28853,30107,CA,RE
24025,63618,65054,CS,CG
24026,54101,55380,CS,AV
24027,51335,52220,CM,MP
24028,39989,40492,PO,RB
24029,68934,69865,OR,SA
24030,30725,32336,AF,CP
24031,60434,60667,MM,IN
24032,70773,71083,BC,CS
24033,56308,57078,BV,EC
24034,71373,72093,SS,AV
24035,71700,72700,RE,SA
24036,33305,34402,CS,SA
24037,37064,37824,EC,RA
24038,46826,47187,EC,CG
24039,26268,26948,EC,RA
24040,40662,41099,TE,CG
24041,30651,31548,RA,CG
24042,27317,27698,PO,RB
24043,35798,37051,OD,MP
24044,33252,33837,CU,MP
24045,27957,28721,CG,MP
24046,27278,29127,PO,MP
24047,34930,36574,CS,EC
24048,31443,32175,JZ,PO
24049,52197,52881,SP,AV
24050,32875,34607,CS,OR
24051,29963,30705,SA,AM
24052,71483,72376,MP,TP
24053,57214,58598,JZ,CS
24054,62618,63302,JZ,PO
24055,45809,46199,SA,RA
24056,82664,84647,OR,CS
24057,70238,71200,CS,RM
24058,32850,33396,RB,PO
24059,35748,36456,CH,OR
24060,29595,31484,OD,RA
24061,32564,33301,AF,LA
24062,56840,57928,RA,BV
24063,37149,37844,SS,AH
24064,73286,74868,CU,CS
24065,55376,58130,RB,MO
24066,74232,75257,EC,OD
24067,73779,74434,OL,OR
24068,61030,61426,RO,CS
24069,61899,62079,AV,RE
24070,30536,30862,CG,CU
24071,46212,46693,SA,CU
24072,28501,29017,RE,TP
24073,67013,69253,CS,OR
24074,43814,44432,CM,RB
24075,60036,60504,CG,EC
24076,56118,56982,AM,BC
24077,80436,82058,RA,OL
24078,78473,79892,AM,CP
24079,66603,67291,MP,TP
24080,66532,68426,CS,EC
24081,75867,76448,SP,MP
24082,58278,58494,BC,CS
24083,66867,68716,BC,SR
24084,66964,68818,AN,EN
24085,30777,31910,CG,AV
24086,39963,40479,CS,BC
24087,69298,70723,JZ,CS
24088,61545,62115,BC,SP
24089,74257,74987,SP,RE
24090,33280,33557,PI,MP
24091,56430,56967,AE,AN
24092,66138,66651,BC,SS
24093,31148,31748,MP,AV
24094,61814,62538,SA,CH
24095,41281,42363,SP,JZ
24096,44654,45298,CH,MO
24097,67524,68488,EC,OD
24098,22782,25249,OD,CS
24099,75331,76157,PE,TP
24100,38545,39171,JZ,AV
24101,49297,50609,AF,MP
24102,34721,35406,MM,CS
24103,28770,29178,EC,CG
24104,73773,74893,RO,TE
24105,67359,68293,EC,AX
24106,61892,63832,OR,SR
24107,47967,49383,AN,OL
24108,62921,64576,MP,PO
24109,76945,79832,AP,CS
24110,35472,36213,AM,RM
24111,56189,56857,SA,CU
24112,68560,69602,SS,AF
24113,61543,62189,MP,CS
24114,68674,69525,MP,CS
24115,65558,66330,CH,PI
24116,68503,69023,JZ,CM
24117,68366,69203,IN,CS
24118,45977,47937,EC,CS
24119,80772,81438,AE,AL
24120,66393,68053,SS,OR
24121,59546,59921,SA,CP
24122,76955,77552,TP,RE
24123,51996,52965,BC,CG
24124,34900,35286,CG,CU
24125,64431,66651,CS,AP
24126,67223,68664,RE,AF
24127,66951,67829,CP,CU
24128,30638,32214,RB,RE
24129,65051,65700,JZ,AV
24130,54658,56698,CM,IN
24131,32855,33170,CS,RO
24132,63140,64850,RA,SR
24133,36045,36874,CS,AE
24134,71970,72609,AP,OR
24135,70971,71529,BC,PA
24136,34014,35552,SR,AN
24137,33115,33392,OR,MO
24138,55930,57565,JZ,IN
24139,53441,54854,MP,AM
24140,35844,36673,RE,CS
24141,40342,40758,SP,BC
24142,29419,30836,OD,RA
24143,65844,66264,AN,AE
24144,54781,55214,JZ,CM
24145,64272,64670,IN,AE
24146,61747,62084,CU,CP
24147,54748,55651,SA,CG
24148,31787,32075,QC,CU
24149,71328,71792,CS,TP
24150,62198,63698,SS,OR
24151,38743,39806,RA,CU
24152,33725,35365,SP,OR
24153,49359,49726,CP,SA
24154,33722,34432,OL,MO
24155,87561,88637,SA,RA
24156,48363,49380,JZ,AF
24157,62232,62588,CU,CP
24158,63578,65058,CS,CG
24159,45924,46461,BC,IN
24160,62163,63104,PE,TP
24161,65780,67045,AS,MP
24162,48508,49217,RE,TP
24163,30045,30798,JZ,MP
24164,26612,27365,AV,PE
24165,41287,42972,OR,IN
24166,58153,59173,AV,AH
24167,61786,62606,CU,AM
24168,79765,81024,CR,EC
24169,27306,29182,PO,RA
24170,67593,68533,JZ,RB
24171,49916,52011,OD,OR
24172,40292,41699,CH,AN
24173,33441,33832,SP,BC
24174,36817,37136,AN,RO
24175,65865,67480,MP,MO
24176,39164,40218,EC,PE
24177,49177,49793,RE,CS
24178,61872,63028,SS,MM
24179,60422,62036,RE,SR
24180,78189,78929,RA,EC
24181,41940,42791,OR,AP
24182,37151,37940,AH,RB
24183,33979,35404,OD,RA
24184,73173,73963,MP,OS
24185,33498,34533,CS,JZ
24186,29564,29899,CG,CU
24187,34303,35595,TP,AH
24188,31761,32357,AM,RO
24189,71391,72141,QC,SR
24190,51814,52529,SP,AV
24191,31619,33578,OD,BC
24192,35114,35245,CP,EC
24193,54353,54916,MP,EC
24194,34411,35508,AF,MP
24195,48262,48518,CU,EC
24196,50660,50776,CP,EC
24197,52509,53503,CM,RE
24198,46100,46482,LU,CG
24199,57590,58721,CM,MP
24200,65945,67574,RB,RE
24201,60983,62126,CU,MM
24202,37105,37455,EC,SA
24203,62266,62951,AV,JZ
24204,58017,58892,SA,EC
24205,42610,43567,CG,PI
24206,44504,44703,LA,JZ
24207,66176,67367,EC,BC
24208,25913,27456,RB,MP
24209,54960,55996,AN,TE
24210,54878,56637,EC,CM
24211,71728,73504,CU,CS
24212,32267,33201,EC,PI
24213,64560,65497,RE,LA
24214,25285,26620,SR,MP
24215,43631,44480,CS,MP
24216,47641,49678,OD,BC
24217,31556,33521,PO,CP
24218,32064,32539,SP,BC
24219,63815,64838,PA,PO
24220,56388,57088,CS,AN
24221,66099,66857,SA,CG
24222,31961,32881,OD,LU
24223,37720,38115,BC,AN
24224,65636,66357,AE,MM
24225,31933,33261,CH,MP
24226,62265,63026,CM,SS
24227,53316,57932,CS,AP
24228,65372,66076,RA,EC
24229,26631,27006,JZ,LA
24230,27532,28692,JZ,OS
24231,78082,80182,CM,OL
24232,58565,60426,BC,LU
24233,50771,52039,AM,AP
24234,38980,39391,EC,MP
24235,31717,32156,CU,SA
24236,59087,60179,LU,CP
24237,64381,64902,MP,TP
24238,27552,27948,EC,CG
24239,71519,72420,EC,OD
24240,24683,27149,OD,OR
24241,32781,33331,PI,CU
24242,61147,62211,BC,AL
24243,58906,60301,RE,CA
24244,46092,47499,CS,CG
24245,50982,51390,CS,BC
24246,63272,63967,AV,SP
24247,29836,30054,MP,PI
24248,50277,51606,JZ,BC
24249,81180,82458,AM,CS
24250,50285,51397,CS,SA
24251,66485,66645,LA,JZ
24252,59346,59687,AH,JZ
24253,48616,48950,MO,EN
24254,28373,28783,CP,EC
24255,62934,63340,CU,CG
24256,31486,32659,AL,SS
24257,78746,79354,CM,RB
24258,54740,55401,CG,AM
24259,29618,30497,MO,OS
24260,67375,69965,AP,AS
24261,29309,29737,RE,MP
24262,39163,40115,CG,RA
24263,32125,32799,CG,CP
24264,52529,53823,MP,AN
24265,49545,49997,IN,AM
24266,27838,28634,CG,AM
24267,48534,49124,PI,EC
24268,57007,57386,AM,IN
24269,37487,39853,SR,OR
24270,29279,29645,EC,CG
24271,76665,77014,CU,EC
24272,42930,44714,OR,CS
24273,87117,87574,OR,EN
24274,54868,56598,AN,CM
24275,29282,30120,MO,OS
24276,49355,50119,CM,JZ
24277,29280,31341,AF,CS
24278,40749,41287,SP,BC
24279,38413,39775,MP,OL
24280,74921,76399,RO,OR
24281,40254,40656,CG,CU
24282,69652,70448,SS,AM
24283,44329,45125,OR,AM
24284,67837,69644,RO,SA
24285,53570,54171,CG,EC
24286,49377,51093,CH,CM
24287,83080,84352,RE,PO
24288,70756,72087,RA,SR
24289,46223,48255,CM,CP
24290,41216,41887,CM,SS
24291,53532,54082,AM,OS
24292,63098,64044,AS,PE
24293,76646,78185,CM,AM
24294,71090,71729,MM,AE
24295,36656,37252,AM,BC
24296,50863,52365,CS,LA
24297,31248,34272,CS,BC
24298,65325,65879,EC,CG
24299,62795,64551,BC,LU
24300,86069,88024,CM,CS
24301,54606,55768,RO,OL
24302,59289,60870,RB,SS
24303,48561,49112,RO,CS
24304,30984,31648,EC,AL
24305,51386,52358,CM,SA
24306,61547,62041,MP,SA
24307,44719,45414,TE,AE
24308,68198,69541,CM,RA
24309,51058,54038,OR,PE
24310,48377,48847,EC,CU
24311,44398,45010,CM,LA
24312,71963,73475,BV,OD
24313,57169,57640,JZ,SS
24314,48675,49057,CG,TE
24315,44321,46631,IN,AP
24316,32354,32805,RE,BC
24317,40674,42344,SS,OR
24318,56082,57288,PI,OD
24319,32735,34165,AM,MP
24320,46109,46348,MO,OR
24321,78701,80774,IN,AP
24322,49362,49785,CH,BV
24323,63889,64242,MO,OR
24324,30201,30520,AN,AE
24325,40658,41467,SP,AV
24326,29938,30739,QC,MP
24327,26026,27011,MO,OS
24328,32420,32991,OR,SA
24329,64885,65462,IN,RO
24330,38197,39360,JZ,BC
24331,67013,67777,SS,SA
24332,42621,44157,SA,AP
24333,41423,41697,CU,CG
24334,64002,64806,EN,OR
24335,39294,39899,SP,BC
24336,83351,85845,RO,AS
24337,66048,66694,RA,EC
24338,49888,52275,JZ,OD
24339,29720,30343,MP,CG
24340,34646,34931,CS,BC
24341,32547,32961,AN,AE
24342,28622,28942,MP,PI
24343,65168,65625,PI,EC
24344,41767,43049,BC,CM
24345,67199,67819,AM,RO
24346,56095,57087,CU,AX
24347,64328,64681,SA,EC
24348,32522,33115,CG,EC
24349,61005,62385,CM,AM
24350,65121,65972,CG,MP
24351,47846,49007,AL,PI
24352,34285,34499,PE,JZ
24353,44859,45584,LA,PA
24354,53304,53860,TP,SP
24355,50744,51452,MP,EC
24356,61915,63528,MP,AS
24357,55345,56531,SA,SR
24358,59145,59400,PE,JZ
24359,44531,44862,AN,AM
24360,27317,28354,EC,OD
24361,86295,86958,JZ,AF
24362,61183,62090,CG,OD
24363,68967,69947,AM,BC
24364,55740,55905,AL,RM
24365,29518,30684,SP,JZ
24366,61503,61841,PI,EC
24367,74241,74630,SS,AM
24368,68725,69616,QC,CP
24369,56302,56867,CP,CU
24370,53340,55513,RE,AP
24371,24478,25258,AN,CG
24372,31181,31975,CS,MP
24373,54602,55654,SR,CU
24374,61010,61938,RM,CS
24375,44705,45840,BC,LA
24376,58632,62127,CG,AV
24377,52130,52834,CP,CG
24378,28044,28677,CG,AM
24379,36234,37670,CH,MP
24380,53433,54825,CH,CS
24381,67170,68052,BV,OR
24382,59099,61006,CM,OR
24383,31523,32961,OD,RA
24384,45917,47313,SA,EN
24385,47072,47642,MO,OR
24386,29079,30073,CS,AL
24387,28901,28954,CP,SA
24388,64872,66059,SS,BC
24389,53289,54591,IN,BV
24390,52836,53667,JZ,AF
24391,31803,32268,CS,IN
24392,72920,74480,AP,AN
24393,30593,30899,EC,CU
24394,60969,62701,OL,JZ
24395,38437,40341,OD,MM
24396,65357,67952,OR,OD
24397,67207,69289,OR,SA
24398,62644,63136,MP,RE
24399,55605,57137,PO,SS
24400,31500,32082,JZ,MP
24401,49839,51615,CU,OR
24402,85522,86653,SR,EC
24403,80009,80652,MM,BC
24404,65387,67037,LA,SA
24405,57818,58480,SA,CG
24406,40821,41797,TP,AN
24407,33796,34296,BV,OR
24408,69230,69965,CS,AN
24409,49418,50254,AP,OR
24410,61150,63553,CM,OD
24411,30416,31314,CU,OD
24412,26110,26387,JZ,AH
24413,26614,27131,AE,AN
24414,82540,83947,AL,TP
24415,60157,61564,CM,AM
24416,25919,26832,AE,CS
24417,35713,36139,CG,EC
24418,65062,66115,SS,JZ
24419,58358,58929,AM,CG
24420,67483,67933,OR,OL
24421,30284,31223,MM,SA
24422,34457,35525,TE,CP
24423,55581,56332,RO,RM
24424,69799,70356,AV,BC
24425,48544,50756,SR,OR
24426,39506,40319,TE,CU
24427,84179,85522,RO,OR
24428,25204,26693,TP,EC
24429,30975,32887,OD,TP
24430,68473,69071,CG,EC
24431,82795,83707,AM,BC
24432,64259,64861,BC,AN
24433,44283,44961,JZ,SS
24434,32061,33044,TP,PE
24435,31141,32183,SA,OR
24436,36181,37052,BV,RM
24437,71498,72514,SS,SP
24438,70746,71686,PO,PE
24439,65191,66093,MP,CG
